Point Id;From Station;Stored Status;Solution Type;Solution Optimisation;Satellite System;Frequency;Occupation Mode;Start Time;End Time;Duration;Antenna Height [m];Antenna Name;Ephemeris Type;Easting [m];Northing [m];Ortho. Height [m];Geoid Separation [m];WGS84 Latitude [°];WGS84 Longitude [°];WGS84 Ellip. Height [m];WGS84 Cartesian X [m];WGS84 Cartesian Y [m];WGS84 Cartesian Z [m];”x [m];”y [m];”z [m];Slope Dist. [m];SD Slope Dist. [m]
cpdg;;Stored;Navigated;Iono Minimised;GPS/GLONASS;L1/L2;Static;02/07/2023 06:59;02/08/2023 06:59;23:59:30;0.0550;TPSCR.G3;Broadcast;6.516.740.828;98.945.263.116;120.987;-65.648;"0° 57' 14.33"" S";"100° 21' 47.21"" E";55.339;-11.471.800.634;62.732.351.180;-1.054.810.575;-;-;-;-;0.0000
cpdg;;Stored;Navigated;Iono Minimised;GPS/GLONASS;L1/L2;Static;02/08/2023 06:59;02/09/2023 06:59;23:59:30;0.0550;TPSCR.G3;Broadcast;6.516.742.740;98.945.262.193;119.496;-65.647;"0° 57' 14.33"" S";"100° 21' 47.22"" E";53.849;-11.471.802.245;62.732.349.355;-1.054.811.473;-;-;-;-;0.0000
cpdg;;Stored;Navigated;Iono Minimised;GPS/GLONASS;L1/L2;Static;02/09/2023 06:59;02/10/2023 06:59;23:59:30;0.0550;TPSCR.G3;Broadcast;6.516.742.075;98.945.263.256;114.908;-65.647;"0° 57' 14.33"" S";"100° 21' 47.22"" E";49.261;-11.471.800.768;62.732.344.980;-1.054.810.334;-;-;-;-;0.0000
cpdg;;Stored;Navigated;Iono Minimised;GPS/GLONASS;L1/L2;Static;02/10/2023 06:59;02/11/2023 06:59;23:59:30;0.0550;TPSCR.G3;Broadcast;6.516.740.680;98.945.263.421;121.104;-65.648;"0° 57' 14.33"" S";"100° 21' 47.21"" E";55.457;-11.471.800.511;62.732.351.328;-1.054.810.272;-;-;-;-;0.0000
cpdg;;Stored;Navigated;Iono Minimised;GPS/GLONASS;L1/L2;Static;02/11/2023 06:59;02/12/2023 06:59;23:59:30;0.0550;TPSCR.G3;Broadcast;6.516.739.001;98.945.263.402;136.201;-65.648;"0° 57' 14.33"" S";"100° 21' 47.21"" E";70.553;-11.471.801.573;62.732.366.478;-1.054.810.543;-;-;-;-;0.0000
cpdg;;Stored;Navigated;Iono Minimised;GPS/GLONASS;L1/L2;Static;02/12/2023 06:59;02/13/2023 06:59:12;23:59:30;0.0550;TPSCR.G3;Broadcast;6.516.741.482;98.945.264.894;129.392;-65.647;"0° 57' 14.33"" S";"100° 21' 47.22"" E";63.745;-11.471.802.794;62.732.359.359;-1.054.808.937;-;-;-;-;0.0000
cpdg;;Stored;Navigated;Iono Minimised;GPS/GLONASS;L1/L2;Static;02/13/2023 06:59:42;02/14/2023 06:59:12;23:59:30;0.0550;TPSCR.G3;Broadcast;6.516.740.701;98.945.263.086;121.989;-65.648;"0° 57' 14.33"" S";"100° 21' 47.21"" E";56.341;-11.471.800.689;62.732.352.188;-1.054.810.622;-;-;-;-;0.0000
cpdg;;Stored;Navigated;Iono Minimised;GPS/GLONASS;L1/L2;Static;02/14/2023 06:59:42;02/15/2023 06:59:12;23:59:30;0.0550;TPSCR.G3;Broadcast;6.516.740.512;98.945.263.288;114.941;-65.648;"0° 57' 14.33"" S";"100° 21' 47.21"" E";49.293;-11.471.799.236;62.732.345.293;-1.054.810.303;-;-;-;-;0.0000
cpdg;;Stored;Navigated;Iono Minimised;GPS/GLONASS;L1/L2;Static;02/15/2023 06:59:42;02/16/2023 06:59:12;23:59:30;0.0550;TPSCR.G3;Broadcast;6.516.741.715;98.945.263.470;125.785;-65.647;"0° 57' 14.33"" S";"100° 21' 47.22"" E";60.138;-11.471.802.370;62.732.355.747;-1.054.810.301;-;-;-;-;0.0000
cpdg;;Stored;Navigated;Iono Minimised;GPS/GLONASS;L1/L2;Static;02/16/2023 06:59:42;02/17/2023 06:59:12;23:59:30;0.0550;TPSCR.G3;Broadcast;6.516.738.980;98.945.263.559;116.143;-65.648;"0° 57' 14.33"" S";"100° 21' 47.21"" E";50.495;-11.471.797.946;62.732.346.756;-1.054.810.052;-;-;-;-;0.0000
cpdg;;Stored;Navigated;Iono Minimised;GPS/GLONASS;L1/L2;Static;02/17/2023 06:59:42;02/18/2023 06:59:12;23:59:30;0.0550;TPSCR.G3;Broadcast;6.516.741.757;98.945.263.051;116.262;-65.647;"0° 57' 14.33"" S";"100° 21' 47.22"" E";50.614;-11.471.800.698;62.732.346.365;-1.054.810.561;-;-;-;-;0.0000
cpdg;;Stored;Navigated;Iono Minimised;GPS/GLONASS;L1/L2;Static;02/18/2023 06:59:42;02/19/2023 06:59:12;23:59:30;0.0550;TPSCR.G3;Broadcast;6.516.739.569;98.945.263.109;118.479;-65.648;"0° 57' 14.33"" S";"100° 21' 47.21"" E";52.831;-11.471.798.945;62.732.348.940;-1.054.810.541;-;-;-;-;0.0000
cpdg;;Stored;Navigated;Iono Minimised;GPS/GLONASS;L1/L2;Static;02/19/2023 06:59:42;02/20/2023 06:59:12;23:59:30;0.0550;TPSCR.G3;Broadcast;6.516.738.420;98.945.265.227;133.653;-65.648;"0° 57' 14.32"" S";"100° 21' 47.21"" E";68.005;-11.471.800.549;62.732.364.106;-1.054.808.676;-;-;-;-;0.0000
cpdg;;Stored;Navigated;Iono Minimised;GPS/GLONASS;L1/L2;Static;02/20/2023 06:59:42;02/21/2023 06:59:12;23:59:30;0.0550;TPSCR.G3;Broadcast;6.516.741.594;98.945.262.921;126.068;-65.648;"0° 57' 14.33"" S";"100° 21' 47.22"" E";60.421;-11.471.802.301;62.732.356.038;-1.054.810.855;-;-;-;-;0.0000
cpdg;;Stored;Navigated;Iono Minimised;GPS/GLONASS;L1/L2;Static;02/21/2023 06:59:42;02/22/2023 06:59:12;23:59:30;0.0550;TPSCR.G3;Broadcast;6.516.739.931;98.945.261.872;124.985;-65.648;"0° 57' 14.34"" S";"100° 21' 47.21"" E";59.337;-11.471.800.468;62.732.355.254;-1.054.811.886;-;-;-;-;0.0000
cpdg;;Stored;Navigated;Iono Minimised;GPS/GLONASS;L1/L2;Static;02/22/2023 06:59:42;02/23/2023 06:59:12;23:59:30;0.0550;TPSCR.G3;Broadcast;6.516.738.442;98.945.262.618;120.600;-65.648;"0° 57' 14.33"" S";"100° 21' 47.21"" E";54.952;-11.471.798.216;62.732.351.221;-1.054.811.068;-;-;-;-;0.0000
cpdg;;Stored;Navigated;Iono Minimised;GPS/GLONASS;L1/L2;Static;02/23/2023 06:59:42;02/24/2023 06:59:12;23:59:30;0.0550;TPSCR.G3;Broadcast;6.516.742.028;98.945.262.002;128.249;-65.647;"0° 57' 14.33"" S";"100° 21' 47.22"" E";62.602;-11.471.803.118;62.732.358.089;-1.054.811.809;-;-;-;-;0.0000
cpdg;;Stored;Navigated;Iono Minimised;GPS/GLONASS;L1/L2;Static;02/24/2023 06:59:42;02/25/2023 06:59:12;23:59:30;0.0550;TPSCR.G3;Broadcast;6.516.741.730;98.945.262.789;123.852;-65.647;"0° 57' 14.33"" S";"100° 21' 47.22"" E";58.205;-11.471.802.036;62.732.353.831;-1.054.810.950;-;-;-;-;0.0000
cpdg;;Stored;Navigated;Iono Minimised;GPS/GLONASS;L1/L2;Static;02/25/2023 06:59:42;02/26/2023 06:59:12;23:59:30;0.0550;TPSCR.G3;Broadcast;6.516.740.797;98.945.263.659;113.868;-65.648;"0° 57' 14.33"" S";"100° 21' 47.21"" E";48.221;-11.471.799.325;62.732.344.194;-1.054.809.914;-;-;-;-;0.0000
cpdg;;Stored;Navigated;Iono Minimised;GPS/GLONASS;L1/L2;Static;02/26/2023 06:59:42;02/27/2023 06:59:12;23:59:30;0.0550;TPSCR.G3;Broadcast;6.516.740.130;98.945.263.672;118.005;-65.648;"0° 57' 14.33"" S";"100° 21' 47.21"" E";52.357;-11.471.799.412;62.732.348.383;-1.054.809.970;-;-;-;-;0.0000
cpdg;;Stored;Navigated;Iono Minimised;GPS/GLONASS;L1/L2;Static;02/27/2023 06:59:42;02/28/2023 06:59:12;23:59:30;0.0550;TPSCR.G3;Broadcast;6.516.738.725;98.945.263.898;134.348;-65.648;"0° 57' 14.33"" S";"100° 21' 47.21"" E";68.700;-11.471.800.971;62.732.364.713;-1.054.810.017;-;-;-;-;0.0000
cpdg;;Stored;Navigated;Iono Minimised;GPS/GLONASS;L1/L2;Static;02/28/2023 06:59:42;03/01/2023 06:59;23:59:30;0.0550;TPSCR.G3;Broadcast;6.516.744.566;98.945.263.266;123.402;-65.647;"0° 57' 14.33"" S";"100° 21' 47.23"" E";57.755;-11.471.804.746;62.732.352.886;-1.054.810.464;-;-;-;-;0.0000
cpdg;;Stored;Navigated;Iono Minimised;GPS/GLONASS;L1/L2;Static;03/01/2023 06:59;03/02/2023 06:59;23:59:30;0.0550;TPSCR.G3;Broadcast;6.516.741.228;98.945.262.617;120.953;-65.648;"0° 57' 14.33"" S";"100° 21' 47.22"" E";55.306;-11.471.801.020;62.732.351.067;-1.054.811.073;-;-;-;-;0.0000
cpdg;;Stored;Navigated;Iono Minimised;GPS/GLONASS;L1/L2;Static;03/02/2023 06:59;03/03/2023 06:59;23:59:30;0.0550;TPSCR.G3;Broadcast;6.516.739.130;98.945.263.108;118.815;-65.648;"0° 57' 14.33"" S";"100° 21' 47.21"" E";53.167;-11.471.798.573;62.732.349.349;-1.054.810.547;-;-;-;-;0.0000
cpdg;;Stored;Navigated;Iono Minimised;GPS/GLONASS;L1/L2;Static;03/03/2023 06:59;03/04/2023 06:59;23:59:30;0.0550;TPSCR.G3;Broadcast;6.516.739.436;98.945.263.054;125.804;-65.648;"0° 57' 14.33"" S";"100° 21' 47.21"" E";60.157;-11.471.800.131;62.732.356.168;-1.054.810.718;-;-;-;-;0.0000
cpdg;;Stored;Navigated;Iono Minimised;GPS/GLONASS;L1/L2;Static;03/04/2023 06:59;03/05/2023 06:59;23:59:30;0.0550;TPSCR.G3;Broadcast;6.516.742.670;98.945.262.948;121.599;-65.647;"0° 57' 14.33"" S";"100° 21' 47.22"" E";55.951;-11.471.802.555;62.732.351.448;-1.054.810.752;-;-;-;-;0.0000
cpdg;;Stored;Navigated;Iono Minimised;GPS/GLONASS;L1/L2;Static;03/05/2023 06:59;03/06/2023 06:59;23:59:30;0.0550;TPSCR.G3;Broadcast;6.516.741.790;98.945.261.910;115.163;-65.648;"0° 57' 14.33"" S";"100° 21' 47.22"" E";49.516;-11.471.800.529;62.732.345.260;-1.054.811.684;-;-;-;-;0.0000
cpdg;;Stored;Navigated;Iono Minimised;GPS/GLONASS;L1/L2;Static;03/06/2023 06:59;03/07/2023 06:59;23:59:30;0.0550;TPSCR.G3;Broadcast;6.516.740.241;98.945.261.620;122.425;-65.648;"0° 57' 14.34"" S";"100° 21' 47.21"" E";56.778;-11.471.800.312;62.732.352.676;-1.054.812.095;-;-;-;-;0.0000
cpdg;;Stored;Navigated;Iono Minimised;GPS/GLONASS;L1/L2;Static;03/07/2023 06:59;03/08/2023 06:59;23:59:30;0.0550;TPSCR.G3;Broadcast;6.516.739.855;98.945.263.072;141.075;-65.648;"0° 57' 14.33"" S";"100° 21' 47.21"" E";75.427;-11.471.803.289;62.732.371.113;-1.054.810.954;-;-;-;-;0.0000
cpdg;;Stored;Navigated;Iono Minimised;GPS/GLONASS;L1/L2;Static;03/08/2023 06:59;03/09/2023 06:59;23:59:30;0.0550;TPSCR.G3;Broadcast;6.516.744.529;98.945.261.992;129.178;-65.647;"0° 57' 14.33"" S";"100° 21' 47.23"" E";63.531;-11.471.805.746;62.732.358.553;-1.054.811.834;-;-;-;-;0.0000
cpdg;;Stored;Navigated;Iono Minimised;GPS/GLONASS;L1/L2;Static;03/09/2023 06:59;03/10/2023 06:59;23:59:30;0.0550;TPSCR.G3;Broadcast;6.516.740.244;98.945.262.263;122.253;-65.648;"0° 57' 14.33"" S";"100° 21' 47.21"" E";56.605;-11.471.800.285;62.732.352.517;-1.054.811.449;-;-;-;-;0.0000
cpdg;;Stored;Navigated;Iono Minimised;GPS/GLONASS;L1/L2;Static;03/10/2023 06:59;03/11/2023 06:59;23:59:30;0.0550;TPSCR.G3;Broadcast;6.516.739.414;98.945.262.490;119.385;-65.648;"0° 57' 14.33"" S";"100° 21' 47.21"" E";53.737;-11.471.798.953;62.732.349.849;-1.054.811.175;-;-;-;-;0.0000
cpdg;;Stored;Navigated;Iono Minimised;GPS/GLONASS;L1/L2;Static;03/11/2023 06:59;03/12/2023 06:59;23:59:30;0.0550;TPSCR.G3;Broadcast;6.516.742.730;98.945.263.956;136.527;-65.647;"0° 57' 14.33"" S";"100° 21' 47.22"" E";70.879;-11.471.805.302;62.732.366.137;-1.054.809.993;-;-;-;-;0.0000
cpdg;;Stored;Navigated;Iono Minimised;GPS/GLONASS;L1/L2;Static;03/12/2023 06:59;03/13/2023 06:59:12;23:59:30;0.0550;TPSCR.G3;Broadcast;6.516.741.116;98.945.262.102;122.274;-65.648;"0° 57' 14.33"" S";"100° 21' 47.21"" E";56.626;-11.471.801.146;62.732.352.378;-1.054.811.611;-;-;-;-;0.0000
